,Q,A,label
2272,사람들이 나 좀 좋아해줬으면,먼저 다가가 보세요.,0
2273,사람들이 날 너무 힘들게 한다.,너무 힘드시겠어요.,0
2274,사람에 치여,너무 힘드시겠어요.,0
2275,사람은 많은데 외로워,사람은 외로운 동물이죠.,0
2276,사람은 진짜 다른 가봐,그걸 깨닫다니 대단하시군요.,0
2277,사람의 마음을 얻는게 어려워,진심으로 마음을 전해보세요.,0
2278,사람이 제일 무서워,인생을 알아가고 있군요.,0
2279,사랑니 나나봐,아프겠어요.,0
2280,사랑니 나는 거 아프다,진통제 드세요.,0
2281,사랑니 나는 것 같아 아파,아프겠어요.,0
2282,사랑니 아파,진통제 드세요.,0
2283,사랑한다고 말해줘,많이 사랑해요!,0
2284,사소한 걸로 트집잡는 사람 어떡해?,웃으면서 무시해주세요.,0
2285,사수 좋아하는 거 같애,살짝 감정을 흘려보세요.,0
2286,사수가 깐깐하게 군다,처음 배우는게 중요해요.,0
2287,사수가 일을 너무 못하네,참고 견뎌보세요.,0
2288,사수님 너무 좋아,살짝 감정을 흘려보세요.,0
2289,사업 구상,성공하길 바랍니다.,0
2290,사업 구상하고 있어,성공하길 바랍니다.,0
2291,사업 시작해도 될까,확신이 있을 때 시작해보세요.,0
2292,사업 해볼까?,확신이 있을 때 시작해보세요.,0
2293,사이코가 너무 많아,조심해야해요.,0
2294,사장이 월급을 안줘,큰일이네요.,0
2295,사전뜻이 이상해,사전도 사람이 만드니까 이해해주세요.,0
2296,사전이 이상해,사전도 사람이 만드니까 이해해주세요.,0
2297,사진 업로드해야겠다.,바쁘네요.,0
2298,사진 예쁘게 찍고 싶다.,많이 찍다보면 조금씩 실력이 늘거예요.,0
2299,사진 올려야지,바쁘네요.,0
2300,사진 잘 찍고 싶어,많이 찍다보면 조금씩 실력이 늘거예요.,0
2301,사진 정리 언제 다 하냐,한번에 다 하려고 하지말고 조금씩 정리를 해보세요.,0
2302,사진 정리가 안돼네,한번에 다 하려고 하지말고 조금씩 정리를 해보세요.,0
2303,사투리 귀여워,귀여운 사람이 말해서 그래요.,0
2304,사투리쓰는게 귀여워,귀여운 사람이 말해서 그래요.,0
2305,사표 낼까?,뒷감당은 준비하세요.,0
2306,사표 던지고 나오고 싶어,뒷감당 자신 있으면 하세요.,0
2307,사회생활에서 인간 관계가 어려워,운전처럼 안전거리확보하세요.,0
2308,사회에서 좋은 사람 만날 수 있을까?,대하는 태도에 따라 다를 것 같아요.,0
2309,사회에서도 좋은 사람 만날 수 있어?,가려 가며 만나면 돼요.,0
2310,사회에서도 좋은 사람 많이 만날 수 있을까?,대하는 태도에 따라 다를 것 같아요.,0
2311,산 넘어 산이네,그래도 넘을 수 있을 거예요.,0
2312,산다는건 뭘까?,"이름, 직업 등 말고 온전히 자신으로 사는 거죠.",0
2313,살 게 없네,안 사면 그만큼 모으시는거예요.,0
2314,살 때문에 교복이 잘 안들어가,한창 클 때죠.,0
2315,살 만한게 없네,안 사면 그만큼 모으시는거예요.,0
2316,살 좀 빼고 싶다,적게 먹고 많이 움직이세요.,0
2317,살 좀 빼야되는데,운동을 시작해보세요.,0
2318,살 쪄서 교복이 껴,한창 클 때죠.,0
2319,살만해?,누구나 한번쯤 시도해 볼 만하죠.,0
2320,살아서 좋은점,살아있음 그 자체가 좋은 거예요.,0
2321,살아야 하는 이유,살아있음 그 자체가 좋은 거예요.,0
2322,살이 안 쪄,신기하네요.,0
2323,살이 안빠져,적게 먹고 많이 움직이세요.,0
2324,살찐 거 같아,기분일꺼에요.,0
2325,삶에 지쳤어,지칠 때는 쉬어도 돼요.,0
2326,삼겹살 구워 먹고 싶다.,맛나게 드세요.,0
2327,삼겹살 구워 먹어야지,맛있겠네요.,0
2328,삼겹살 구워야지,맛있겠네요.,0
2329,삼겹살 냄새,섬유탈취제 뿌려보세요.,0
2330,삼겹살 냄새 다 벴어,섬유탈취제 뿌려보세요.,0
2331,삼겹살 먹고 싶다,맛나게 드세요.,0
2332,삼겹살에 소주,생각만 해도 군침이 도네요.,0
2333,삼겹살에 소주 먹고 싶어,생각만 해도 군침이 도네요.,0
2334,상 받고 싶어,아무래도 뿌듯할 거예요.,0
2335,상 받으면 좋겠지?,아무래도 뿌듯할 거예요.,0
2336,상 받을 거 같아,축하합니다!,0
2337,상 좀 받아야 할텐데,다음에는 받을 수 있을 거예요.,0
2338,상관 없는 이야기만 해,잊어버리세요.,0
2339,상사 너무 싫은데 좋아질 수 있을까?,피하지 말고 적극적으로 장점을 찾아서 인정하고 호의를 보여보세요.,0
2340,상사가 갈궈.,이유가 있지 않을까요.,0
2341,상사가 미울 때,사표를 써서 품에 품어 봅니다.,0
2342,상사가 미워,사표를 써서 품에 품어 봅니다.,0
2343,상사가 진짜 미쳤다,피하지 말고 적극적으로 장점을 찾아서 인정하고 호의를 보여보세요.,0
2344,상사에게 안부 인사도 해야 돼?,원하는 꼰대가 있죠.,0
2345,상사한테 또 깨졌어,인정 받을 날이 올 거예요.,0
2346,상사한테 또 혼남,인정 받을 날이 올 거예요.,0
2347,상의도 안하고 왜 혼자 결정 하지?,이야기를 하지 않고 결정했나봐요.,0
2348,상의도 없이 왜 그런 결정을 하지?,이야기를 하지 않고 결정했나봐요.,0
2349,상처 안 받고 싶다,내가 우선순위면 돼요.,0
2350,상처 좀 안 받고 싶다,내가 우선순위면 돼요.,0
2351,상처받았어,다른 사람 말은 신경쓰지 마세요.,0
2352,상황이 안 좋아,좋아질 거예요.,0
2353,상황이 최악이다,좋아질 거예요.,0
2354,새 신발 샀어,좋은 곳으로 데려다 줄 거예요.,0
2355,새 신발 선물 받았다,도망가라는 건가요.,0
2356,새 옷 샀다,꼬까옷 개시해보세요.,0
2357,새 운동화 사야지,좋은 곳으로 갈 수 있도록 인도해줄 거예요.,0
2358,새 이불 덮었어,숙면하겠네요.,0
2359,새 집 가기로 했어,내 집 마련 축하드려요.,0
2360,새 집 샀어,내 집 마련 축하드려요.,0
2361,새 집으로 이사 가기로 했어,내 집 마련 축하드려요.,0
2362,새 휴대폰이 갖고 싶어,핸드폰은 핸드폰 가게에서 바꾸세요.,0
2363,새로운 게임 없나?,엄청 많죠.,0
2364,새로운 곳에 적응을 못해,처음부터 잘하는 사람은 없어요.,0
2365,새로운 공부 시작해도 될까,공부는 언제나 좋죠.,0
2366,새로운 마음으로,시작!,0
2367,새로운 마음으로 시작,시작!,0
2368,새로운 베프가 필요해,주변의 좋은 사람들에게 연락해보세요.,0
2369,새로운 베프를 만들고 싶어,주변의 좋은 사람들에게 연락해보세요.,0
2370,새로운 사람 만나는 게 스트레스야,자신과 마음이 맞는 좋은 사람 만나세요.,0
2371,새로운 사랑이 찾아올까,좋은 사람 만날 거예요.,0
2372,새로운 일 벌려도 될까,도전해 봐도 좋을 거 같아요.,0
2373,새로운 일 해도 될까,도전해 봐도 좋을 거 같아요.,0
2374,새벽 감성,조용하니 혼자 생각하기 좋죠.,0
2375,새벽되니까 감성적으로 되네,조용하니 혼자 생각하기 좋죠.,0
2376,새신발 샀는데 비와,얼른 실내로 들어가세요.,0
2377,새신발 신고 놀러 가야지,좋은 곳으로 데려다 줄 거예요.,0
2378,새신발 신고 좋은 곳 가야지,좋은 곳으로 데려다 줄 거예요.,0
2379,새신발 신었는데 비와,얼른 실내로 들어가세요.,0
2380,새이불 뽀송뽀송,숙면하겠네요.,0
2381,새치가 왜 이렇게 많을까,요즘 많이 힘드신가봐요.,0
2382,새치가 왜 이렇게 많이 나지?,요즘 많이 힘드신가봐요.,0
2383,새폰 케이스로 새옷 입혀 줄까,예쁜걸로 하나 사주세요.,0
2384,새학기 준비 좀 해볼까,새로운 시작 응원해요!,0
2385,새학기 준비해야지,새로운 시작 응원해요!,0
2386,새학기 필기구 좀 사야지,새학기 준비 잘 하세요.,0
2387,새학기 학용품 사야지,새학기 준비 잘 하세요.,0
2388,새해 복 많이 받아!,새해 복 많이 받으세요!,0
2389,새해다!,새해 복 많이 받으세요!,0
2390,샌드위치 먹고 싶어,애그 샌드위치 추천합니다.,0
2391,샌드위치 생각 나,애그 샌드위치 추천합니다.,0
2392,샐러드 먹어야지,건강한 식단이네요.,0
2393,생각 안나,잘 생각해보세요.,0
2394,생각 없이 말했어,상처가 될 수 있어요.,0
2395,생각만 해도 땀나네,미리 긴장하지 마세요.,0
2396,생각만 해도 마음이 무거워,긍정적인 생각을 해보세요.,0
2397,생각만해도 좋아,좋아하시니까 좋네요.,0
2398,생각보다 오늘 너무 춥네,감기 조심하세요.,0
2399,생각없이 말했어,생각하고 말하세요.,0
2400,생각없이 상처줬어,생각하고 말하세요.,0
2401,생각이 불순,좋은 생각 많이 하세요.,0
2402,생각이 불순해져,좋은 생각 많이 하세요.,0
2403,생각이 전혀 안나,잘 생각해보세요.,0
2404,생각한 데로 안돼서 고민이다.,인생은 항상 마음 먹은 대로 되지 않아요.,0
2405,생각할 수 있어?,당신이 행복하길 바라는 생각을 하고 있어요.,0
2406,생각할 시간 조차 없어,정신없이 바쁜가봐요.,0
2407,생각할 시간도 없는 느낌,정신없이 바쁜가봐요.,0
2408,생각할수록 머리 아파,두통약 드세요.,0
2409,생각해주는 척만 한거였어,뒤통수 맞았나봐요.,0
2410,생각해주는 척하더니 더한 사람이었어,뒤통수 맞았나봐요.,0
2411,생강차 끓여 먹어야겠다,따뜻하게 드세요.,0
2412,생강차 먹어야겠다,따뜻하게 드세요.,0
2413,생리통 너무 심해,약을 먹거나 병원에 가보세요.,0
2414,생리통 때문에 배 아파,힘들겠어요.,0
2415,생리통 심해,힘들겠어요.,0
2416,생판 모르는 사람이 아는척해,세상에는 예상하지 못한 일들이 자주 일어나는 것 같아요.,0
2417,생활비 다 썼네,허리띠를 졸라 매세요.,0
2418,샤워가운 완전 유용해,춥지도 않고 포근하죠.,0
2419,샤워가운 있으니까 좋다,춥지도 않고 포근하죠.,0
2420,샤워하는데 밖에서 소리나서 쫄았어,당황하셨겠어요.,0
2421,샤워하는데 창문 밖에서 소리나서 개쫄음,당황하셨겠어요.,0
2422,서류도 안돼,붙는 곳이 있을 거예요.,0
2423,서류에서 떨어졌어.,붙는 곳이 있을 거예요.,0
2424,서류에서 떨어지다니,합격하는 곳이 있을 거예요.,0
2425,서비스센터 가야겠네,미루지말고 바로 가보세요.,0
2426,서비스센터 가야하게 생겼네,미루지말고 바로 가보세요.,0
2427,서울 근교 데이트 추천해줘,드라이브 추천해들요.,0
2428,서울 근교에서 갈만한 곳 추천,드라이브 추천해들요.,0
2429,서점 왔어,마음에 드는 책을 잘 찾아보세요.,0
2430,서점에 들렀어,마음의 양식을 채우길 바랄세요.,0
2431,서핑 출발,좋은 취미네요.,0
2432,서핑하러 가고 싶다,주말에 gogo.,0
2433,서핑하러 가야지,좋은 취미네요.,0
2434,선 들어왔어,많이 만나보세요.,0
2435,선 많이 볼거 같아,많이 만나보세요.,0
2436,선 볼까?,많이 만나보세요.,0
2437,선물 주세요,저도 받고 싶어요.,0
2438,선물로 인형 받았어,고맙다고 말해 주세요.,0
2439,선물받고 싶어,저도 받고 싶어요.,0
2440,선배가 선배같지 않아,그래도 배울 점이 하나라도 있을 거예요.,0
2441,선배가 이상해,그래도 배울 점이 하나라도 있을 거예요.,0
2442,선생님 좋아해,선생님도 좋아할 거예요.,0
2443,선생님이 나만 뭐라고 해,애정표현이라고 생각하세요.,0
2444,선생님이 나만 미워해,직접 여쭤보세요.,0
2445,선생님이 나한테 왜 그럴까?,직접 여쭤보세요.,0
2446,선생님이 좋아,선생님도 좋아할 거예요.,0
2447,선생님이 차별하는 것 같아,가장 듣기 싫은 경우예요.,0
2448,선생님이 친구랑 차별해,가장 듣기 싫은 경우예요.,0
2449,선생님한테 선물 줘야 된대,안 줘도 괜찮아요.,0
2450,선생님한테 선물한대,안 줘도 괜찮아요.,0
2451,선이 많이 들어오네,많이 만나보세요.,0
2452,선자리 들어왔어,많이 만나보세요.,0
2453,선택 장애 같아,선택할 때 힘든 건 당연해요.,0
2454,선택 장애 있는 거 같아,선택할 때 힘든 건 당연해요.,0
2455,선택이 어려워.,고민은 누구나 해요.,0
2456,선풍기 틀어도 더워,시원한 아이스크림 어떠세요?,0
2457,선풍기 틀어도 더워,카페라도 가서 쉬다 오면 어떨까요,0
2458,선풍기가 있어도 소용 없어,시원한 아이스크림 어떠세요?,0
2459,선풍기만으로 안 되는 더위,카페라도 가서 쉬다 오면 어떨까요,0
2460,설날인데 볼 게 없어,보고 싶었던 영화 보세요.,0
2461,설날인데 재밌는거 안해,보고 싶었던 영화 보세요.,0
2462,설명 좀 해봐,정확하게 말씀해 주세요.,0
2463,섬유유연제 향 좋다,향이 많은 걸 말해주죠.,0
2464,섬유유연제 향 좋은거 사야겠지,향이 많은 걸 말해주죠.,0
2465,성격이 안 맞나봐,슬프네요.,0
2466,성격이 완전 반대야,슬프네요.,0
2467,성격이 점점 날카로워져,나에게 화난 걸 남에게 풀려고 하지 마세요.,0
2468,성공하고 싶다,지금보다 더 잘 살 거예요.,0
2469,성공하면 계속 좋을 줄 알았는데,성공에서 가장 어려운 것이 성공한 상태를 유지하는 거예요.,0
2470,성공하면 끝일줄 알았는데,성공에서 가장 어려운 것이 성공한 상태를 유지하는 거예요.,0
2471,성공할 수 있을까,지금보다 더 잘 살 거예요.,0
2472,성공할 수 있을까?,인내할 수 있는 사람이라면 무엇이든 손에 넣을 수 있을 거예요.,0
2473,성덕 되고 싶다,당신이 잘돼야 성덕이 될수있겠죠.,0
2474,성덕 되면 내 마음도 편해 지겠지,당신이 잘돼야 성덕이 될수있겠죠.,0
2475,성적 좀 좋았으면,나만의 공부방법을 찾아보세요.,0
2476,성적표 보시면 화내실텐데,이번에는 어쩔 수 없어요.,0
2477,성형 견적 받아볼까,견적 받고 충격 받지 마세요.,0
2478,성형 무서워,안해도 예뻐요.,0
2479,성형 상담 받아 볼까,견적 받고 충격 받지 마세요.,0
2480,성형 안해도 예쁜데,맞아요. 예뻐요.,0
2481,성형 해도 될까,안해도 예뻐요.,0
2482,성형할까,돈 많이 들텐데요.,0
2483,세금 너무 많아,그런 감이 없지 않죠.,0
2484,세금 너무 많이 내는 거 같애,그런 감이 없지 않죠.,0
2485,세뱃돈 받았어 호호,아직 어린가봐요.,0
2486,세뱃돈 받음,아직 어린가봐요.,0
2487,세상엔 힘든 게 많다,그게 인생이죠.,0
2488,세상은 불공평해,서로 다르게 태어난 이유는 저마다의 목소리를 내기 위해서예요. 자신의 목소리를 들어주세요.,0
2489,세상이 너무 무서워,너무 불안해하지 않아도 돼요.,0
2490,세상이 무서워,너무 불안해하지 않아도 돼요.,0
2491,세탁기 돌리는 중,부지런하시네요.,0
2492,세탁소 가기 귀찮네,스타일러 사세요.,0
2493,세탁소 가기도 귀찮네,스타일러 사세요.,0
2494,셀카 잘 찍고 싶다,연습해보세요.,0
2495,셀카 잘 찍는 방법,얼굴이 준비되어야 겠지요.,0
2496,셀카 잘 찍어서 올리고 싶다.,얼굴이 준비되어야 겠지요.,0
2497,셀카 좀 잘 찍고 싶다,연습해보세요.,0
2498,셀카만 계속 찍어,잘 찍어주세요.,0
2499,셀프 신행준비 팁 알려줘,신혼여행은 자유여행이죠!,0
2500,셀프웨딩 어떨꺼 같아,혼자 준비하기는 조금 벅찰텐대요.,0
